blockchain,project,version,block_date,block_time,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_amount_raw,token_sold_amount_raw,amount_usd,token_bought_address,token_sold_address,taker,maker,project_contract_address,tx_hash,tx_from,tx_to,trace_address,evt_index,sqrtPriceX96
polygon,uniswap,3,2023-01-18,2023-01-18 22:06:43+00:00,GNS,DAI,DAI-GNS,186.2562618619767,660.9024736063815,1.862562618619767e+20,6.609024736063814e+20,663.072292228637,0xe5417af564e4bfda1c483642db72007871397896,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d15038f8a0362b4ce71d6c879d56bf9fc2884cf,,0xba0216254163b57af68b7161cf824dbadcad61df,0xf918a9baaf022744bd2af005c4f13eed312cbdb442d9782161b4ef3884d030b3,0xd54e4f8a55247487dd7c8c59f14ee5c0c2889477,0x1111111254fb6c44bac0bed2854e76f90643097d,,17,4.224477069973066e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:10:35+00:00,GNS,DAI,DAI-GNS,555.2004670781193,1980.0500772425992,5.552004670781193e+20,1.9800500772425991e+21,1976.5136627981049,0xe5417af564e4bfda1c483642db72007871397896,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d15038f8a0362b4ce71d6c879d56bf9fc2884cf,,0xba0216254163b57af68b7161cf824dbadcad61df,0x67eced8e1ebb9095f796e446dcb8fc84ebd849d189c0d8fdf42b09d2b2f9243a,0x2d5a6d7ab823d0bb44cfc2c35651c4be04b416df,0x1111111254eeb25477b68fb85ed929f73a960582,,42,4.208474155110316e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:11:31+00:00,GNS,DAI,DAI-GNS,80.40417838935416,288.0,8.040417838935415e+19,2.88e+20,286.23887506610083,0xe5417af564e4bfda1c483642db72007871397896,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d15038f8a0362b4ce71d6c879d56bf9fc2884cf,,0xba0216254163b57af68b7161cf824dbadcad61df,0x08b4a7d945926dd990dc8924200bd40339e9531f967c1e0c17e854d9cda2a5ac,0xa311f7ca3eb2fb98123a807f9b8e4bbbdbdcb2ee,0x1111111254fb6c44bac0bed2854e76f90643097d,,28,4.2061566116324695e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:14:21+00:00,GNS,DAI,DAI-GNS,414.959620422931,1491.4052057450456,4.14959620422931e+20,1.4914052057450456e+21,1477.2562487056343,0xe5417af564e4bfda1c483642db72007871397896,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d15038f8a0362b4ce71d6c879d56bf9fc2884cf,,0xba0216254163b57af68b7161cf824dbadcad61df,0xdab2da9b8dc7a29b630a2093e25ebc6e52752a51082fc19b3b7b3ba3f3bd2d4b,0xd54e4f8a55247487dd7c8c59f14ee5c0c2889477,0x1111111254fb6c44bac0bed2854e76f90643097d,,77,4.194195952607713e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:20:15+00:00,GNS,DAI,DAI-GNS,155.2022543690262,560.0,1.552022543690262e+20,5.6e+20,557.176093184804,0xe5417af564e4bfda1c483642db72007871397896,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x0d15038f8a0362b4ce71d6c879d56bf9fc2884cf,,0xba0216254163b57af68b7161cf824dbadcad61df,0xfbd60248056d3934422c3750b9c88468a3281f43e5e0987880f143ffbdfd83c7,0xa311f7ca3eb2fb98123a807f9b8e4bbbdbdcb2ee,0x1111111254fb6c44bac0bed2854e76f90643097d,,49,4.189722454096003e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:20:51+00:00,GNS,DAI,DAI-GNS,6232.743644776046,23514.72063515477,6.232743644776045e+21,2.351472063515477e+22,22375.549684746,0xe5417af564e4bfda1c483642db72007871397896,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0x458df878cae2174a294b907df6d4235fa59eaa44,,0xba0216254163b57af68b7161cf824dbadcad61df,0xf57414b6bc8f98d5a30e38f7549a8f40a48e9f0c3ed6842f47de128b2d8c7a43,0x397cf71a03d1c80ad92cdbbfe2560aee1a37a6af,0x458df878cae2174a294b907df6d4235fa59eaa44,,451,4.011715126098872e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:20:55+00:00,DAI,GNS,DAI-GNS,76.57141442763914,20.06750073164292,7.657141442763914e+19,2.006750073164292e+19,76.57960756898291,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xe5417af564e4bfda1c483642db72007871397896,0x0000000000ccc3b6ccf20f086a1100f42d6fccc8,,0xba0216254163b57af68b7161cf824dbadcad61df,0xede7e9523c529e1a2d0d66c3a515335fe3f5ef87ea420c74f69f2b5d8db50250,0x64413377d452fb083ed3b1edd825807d5ce65bed,0x0000000000ccc3b6ccf20f086a1100f42d6fccc8,,97,4.035904698386536e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:20:55+00:00,DAI,GNS,DAI-GNS,3220.777438476023,839.0267850610868,3.220777438476023e+21,8.390267850610868e+20,3221.12206166194,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xe5417af564e4bfda1c483642db72007871397896,0xf04adbf75cdfc5ed26eea4bbbb991db002036bdd,,0xba0216254163b57af68b7161cf824dbadcad61df,0xe28d332a6a681372f43cb06d1e7f00bea5f90a2d4394fe1b2474878dd78cfe70,0xe512ca3856faf77683a8639edadeed18ea2c65b3,0xdadb0ddbf416f7e6fcc1ef9cb9a056641c8cc4b3,,5,4.035339491433231e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:20:57+00:00,DAI,GNS,DAI-GNS,4505.882621866955,1190.8626416332063,4.5058826218669547e+21,1.1908626416332065e+21,4506.364751307495,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xe5417af564e4bfda1c483642db72007871397896,0x8f7cb958ae8683c0f6ec9744b4eb13a0abac7fd8,,0xba0216254163b57af68b7161cf824dbadcad61df,0x810303edfeb90bdfd6befa47366d6bd96f45372e0562f1afd79c04532dcbf4e5,0xb2045940fcded9e522a4b48a4309d1a484c460e4,0x8f7cb958ae8683c0f6ec9744b4eb13a0abac7fd8,,31,4.069445688591698e+28
polygon,uniswap,3,2023-01-18,2023-01-18 22:20:57+00:00,DAI,GNS,DAI-GNS,6459.677174967026,1742.177177738814,6.459677174967026e+21,1.742177177738814e+21,6460.368360424748,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,0xe5417af564e4bfda1c483642db72007871397896,0x63127fabca7b9d962db613ce2ff30d12b2c1a654,,0xba0216254163b57af68b7161cf824dbadcad61df,0xf059dd70ff690c1c646cdb9a91dcb03c0ceafc5d639a28fd0e2004930996c247,0x7fb723db824c5a1024f94cc2f5adb3e366849920,0x63127fabca7b9d962db613ce2ff30d12b2c1a654,,149,4.118514611917779e+28
